ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility,lga_name,sen_district,state_name,adequate_share,unscored_share,access_category
W0440,Shaluja,LGA114,42633,7718,Gridded population estimate 2024,0.4115099711464756,0.4106535099119563,0.402971222858322,17544,17507,17180,Yobrifa-West,Agbkeko Central,Agbkeko State,0.979250203186172,0.0020812648406383655,facility_nearby_adequately_staffed
W0450,Birnuwa,LGA114,188455,28202,Projected 2026 from 2006 census,0.669531035064056,0.6078023426609332,0.3470051270245535,126176,114543,65395,Yobrifa-West,Agbkeko Central,Agbkeko State,0.5182808695213875,0.09219690973282063,facility_nearby_mixed_adequacy
W0466,Sharishi,LGA114,88072,15548,Projected 2026 from 2006 census,0.3798016677606333,0.3798016677606333,0.3699895092548372,33450,33450,32586,Yobrifa-West,Agbkeko Central,Agbkeko State,0.9741650462894226,0.0,facility_nearby_adequately_staffed
W0479,Katyodu,LGA043,25059,4392,Projected 2026 from 2006 census,0.3519668331586823,0.3519668331586823,0.1980752653415669,8820,8820,4964,Hanjile,Agbkeko Central,Agbkeko State,0.562766848125902,0.0,facility_nearby_mixed_adequacy
W0497,Olujisa,LGA043,94135,14585,Projected 2026 from 2006 census,0.292455502824686,0.292455502824686,0.0295439482724684,27530,27530,2781,Hanjile,Agbkeko Central,Agbkeko State,0.1010203192865845,0.0,facility_nearby_mixed_adequacy
W0518,Umuwari,LGA043,91696,14631,Projected 2026 from 2006 census,0.5076094534720909,0.5076094534720909,0.2959077764805486,46546,46546,27134,Hanjile,Agbkeko Central,Agbkeko State,0.5829437857323476,0.0,facility_nearby_mixed_adequacy
W0532,Gwobeno,LGA043,54469,9658,Projected 2026 from 2006 census,0.47679668776925,0.47679668776925,0.2300326472392694,25971,25971,12530,Hanjile,Agbkeko Central,Agbkeko State,0.4824543734049506,0.0,facility_nearby_mixed_adequacy
W0538,Baurino,LGA043,51509,8208,Projected 2026 from 2006 census,0.2767856760639262,0.2767856760639262,0.0,14257,14257,0,Hanjile,Agbkeko Central,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0545,Irowani,LGA043,127396,19076,Gridded population estimate 2024,0.614709789588375,0.5899736160116752,0.0,78312,75160,0,Hanjile,Agbkeko Central,Agbkeko State,0.0,0.04024040936986498,facility_nearby_confirmed_inadequate
W0441,Yobwani,LGA022,26544,4449,Gridded population estimate 2024,0.3456824487427092,0.3456824487427092,0.3456824487427094,9176,9176,9176,Daibama,Agbkeko Central,Agbkeko State,1.0000000000000007,0.0,facility_nearby_adequately_staffed
W0446,Shashafa,LGA022,90801,14081,Projected 2026 from 2006 census,0.4136754993709609,0.4136754993709609,0.1677715699599333,37562,37562,15234,Daibama,Agbkeko Central,Agbkeko State,0.40556322580150006,0.0,facility_nearby_mixed_adequacy
W0456,Okebawo,LGA022,65346,10973,Gridded population estimate 2024,0.5007965872136239,0.5007965872136239,0.0,32725,32725,0,Daibama,Agbkeko Central,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0475,Uzozafa,LGA022,28734,5183,Gridded population estimate 2024,0.3365042814150736,0.3365042814150736,0.1937888062107034,9669,9669,5568,Daibama,Agbkeko Central,Agbkeko State,0.5758880849770451,0.0,facility_nearby_mixed_adequacy
W0483,Birjili,LGA022,84992,12908,Gridded population estimate 2024,0.7920464444752187,0.7920464444752187,0.2440282457497988,67318,67318,20740,Daibama,Agbkeko Central,Agbkeko State,0.3080984043953169,0.0,facility_nearby_mixed_adequacy
W0500,Riytsina,LGA117,156842,28330,Gridded population estimate 2024,0.6636141866628673,0.6636141866628673,0.5153663864407927,104083,104083,80831,Zamjidu,Agbkeko Central,Agbkeko State,0.7766054385190709,0.0,facility_nearby_mixed_adequacy
W0505,Riywashi,LGA117,39119,5976,Gridded population estimate 2024,0.1700397923423434,0.1700397923423434,0.1497197200672785,6652,6652,5857,Zamjidu,Agbkeko Central,Agbkeko State,0.8804981352002934,0.0,facility_nearby_adequately_staffed
W0516,Dailutu,LGA117,21865,3909,Projected 2026 from 2006 census,0.536991354562225,0.536991354562225,0.4037267663376255,11741,11741,8827,Zamjidu,Agbkeko Central,Agbkeko State,0.7518310358399686,0.0,facility_nearby_mixed_adequacy
W0524,Wurbali,LGA117,68250,11686,Gridded population estimate 2024,0.2877338577581135,0.2877338577581135,0.1897154344482297,19638,19638,12948,Zamjidu,Agbkeko Central,Agbkeko State,0.6593434499728426,0.0,facility_nearby_mixed_adequacy
W0525,Funzata,LGA117,56220,8588,Gridded population estimate 2024,0.5399084589163177,0.5399084589163177,0.5080433849714948,30354,30354,28562,Zamjidu,Agbkeko Central,Agbkeko State,0.940980598805988,0.0,facility_nearby_adequately_staffed
W0542,Bantsile,LGA073,17779,3209,Projected 2026 from 2006 census,0.6197417872049602,0.6197417872049602,0.2223913637180253,11018,11018,3954,Nasnadu,Agbkeko South,Agbkeko State,0.3588451969989177,0.0,facility_nearby_mixed_adequacy
W0543,Ngeriba,LGA073,14309,2466,Projected 2026 from 2006 census,0.5551906299541449,0.5551906299541449,0.4281968114093812,7944,7944,6127,Nasnadu,Agbkeko South,Agbkeko State,0.7712608756468881,0.0,facility_nearby_mixed_adequacy
W0548,Uzodushi,LGA073,33925,5842,Projected 2026 from 2006 census,0.6599641825502615,0.6599641825502615,0.3714901348604433,22389,22389,12603,Nasnadu,Agbkeko South,Agbkeko State,0.5628943883362206,0.0,facility_nearby_mixed_adequacy
W0557,Adetsita,LGA073,19311,2946,Projected 2026 from 2006 census,0.5980099721823102,0.5980099721823102,0.244703268046548,11548,11548,4725,Nasnadu,Agbkeko South,Agbkeko State,0.4091959656685246,0.0,facility_nearby_mixed_adequacy
W0564,Katnawa,LGA073,11116,1909,Projected 2026 from 2006 census,0.1652213684563878,0.1652213684563878,0.0017069368415808,1837,1837,19,Nasnadu,Agbkeko South,Agbkeko State,0.010331211135267694,0.0,facility_nearby_confirmed_inadequate
W0577,Daibano,LGA073,37618,5539,Projected 2026 from 2006 census,0.5979730838184187,0.4765881038606164,0.4298885833272623,22495,17928,16172,Nasnadu,Agbkeko South,Agbkeko State,0.7189095880071465,0.20299405314815516,facility_nearby_mixed_adequacy
W0611,Dairiwo,LGA036,9132,1503,Projected 2026 from 2006 census,0.5141957730540406,0.4701942778291304,0.0463647683908359,4696,4294,423,Enumija,Agbkeko South,Agbkeko State,0.09016948567168226,0.08557342850868936,facility_nearby_confirmed_inadequate
W0613,Supdesa,LGA036,23259,4191,Gridded population estimate 2024,0.2005052849369578,0.2005052849369578,0.1405279223504632,4664,4664,3269,Enumija,Agbkeko South,Agbkeko State,0.7008689192140124,0.0,facility_nearby_mixed_adequacy
W0616,Ekejini,LGA036,21152,3090,Projected 2026 from 2006 census,0.4493364774637251,0.4493364774637251,0.33108801491379,9504,9504,7003,Enumija,Agbkeko South,Agbkeko State,0.736837607270642,0.0,facility_nearby_mixed_adequacy
W0619,Malludu,LGA036,27464,5014,Projected 2026 from 2006 census,0.5492771921763405,0.5492771921763405,0.3228402942095448,15085,15085,8866,Enumija,Agbkeko South,Agbkeko State,0.5877547781119224,0.0,facility_nearby_mixed_adequacy
W0620,Gwotsimi,LGA036,28730,5267,Projected 2026 from 2006 census,0.7255924763362448,0.7255924763362448,0.2945203870226817,20846,20846,8462,Enumija,Agbkeko South,Agbkeko State,0.40590330885156367,0.0,facility_nearby_mixed_adequacy
W0550,Ngebasa,LGA077,3763,584,Gridded population estimate 2024,0.1474309014196553,0.1474309014196553,0.0047905465006689,555,555,18,Ngemidu,Agbkeko South,Agbkeko State,0.032493503427974225,0.0,facility_nearby_confirmed_inadequate
W0567,Adenashi,LGA077,15920,2455,Gridded population estimate 2024,0.3166388962774498,0.3166388962774498,0.0204604251934852,5041,5041,326,Ngemidu,Agbkeko South,Agbkeko State,0.0646175357292715,0.0,facility_nearby_confirmed_inadequate
W0574,Gwodeja,LGA077,19357,2979,Gridded population estimate 2024,0.3785318269636029,0.3785318269636029,0.3515092407228617,7327,7327,6804,Ngemidu,Agbkeko South,Agbkeko State,0.9286121157697541,0.0,facility_nearby_adequately_staffed
W0588,Kadsade,LGA077,29096,5141,Projected 2026 from 2006 census,0.1786904220762717,0.043385295296822,0.0063798274401104,5199,1262,186,Ngemidu,Agbkeko South,Agbkeko State,0.03570324232256418,0.7572041366699355,facility_nearby_assessment_gap
W0599,Malsharu,LGA077,47299,8059,Projected 2026 from 2006 census,0.4403500890850588,0.4403500890850588,0.3607356147726019,20828,20828,17062,Ngemidu,Agbkeko South,Agbkeko State,0.8192018662290348,0.0,facility_nearby_adequately_staffed
W0583,Yelwami,LGA119,13065,1929,Gridded population estimate 2024,0.1808569680140512,0.1797959861645872,0.0543148046276929,2363,2349,710,Zammiyi,Agbkeko South,Agbkeko State,0.30031911528823735,0.005866414001707611,facility_nearby_mixed_adequacy
W0585,Dutdeyi,LGA119,28158,4310,Projected 2026 from 2006 census,0.271742961503786,0.271742961503786,0.1521986735517187,7652,7652,4286,Zammiyi,Agbkeko South,Agbkeko State,0.560083222430025,0.0,facility_nearby_mixed_adequacy
W0591,Oluzana,LGA119,15334,2253,Projected 2026 from 2006 census,0.6220978684249696,0.6076977492784561,0.4355002236510488,9539,9318,6678,Zammiyi,Agbkeko South,Agbkeko State,0.700050981935769,0.0231476747910611,facility_nearby_mixed_adequacy
W0603,Gwonuri,LGA119,16351,2626,Gridded population estimate 2024,0.2509343701515059,0.1568795043346467,0.1061841340603916,4103,2565,1736,Zammiyi,Agbkeko South,Agbkeko State,0.4231550026259102,0.3748185860712184,facility_nearby_mixed_adequacy
W0604,Okewari,LGA119,19350,2906,Projected 2026 from 2006 census,0.3877313551814537,0.3877313551814538,0.1439688154656843,7503,7503,2786,Zammiyi,Agbkeko South,Agbkeko State,0.3713107375551523,-2.86338210667947e-16,facility_nearby_mixed_adequacy
W0607,Ngetsiko,LGA119,23816,4166,Gridded population estimate 2024,0.4959857101561022,0.4959857101561022,0.0003162106007443,11812,11812,8,Zammiyi,Agbkeko South,Agbkeko State,0.000637539740096098,0.0,facility_nearby_confirmed_inadequate
W0600,Agbmami,LGA040,27160,3980,Projected 2026 from 2006 census,0.2821202789619929,0.2016738998199786,0.2016738998199786,7662,5477,5477,Gwodewo,Agbkeko South,Agbkeko State,0.7148507741520702,0.28514922584792984,facility_nearby_mixed_adequacy
W0602,Yelshama,LGA040,59006,10631,Projected 2026 from 2006 census,0.7825398493135346,0.7825398493135346,0.5375779233588412,46175,46175,31720,Gwodewo,Agbkeko South,Agbkeko State,0.6869655568728152,0.0,facility_nearby_mixed_adequacy
W0608,Supdedu,LGA040,10065,1766,Projected 2026 from 2006 census,0.0435208436382212,0.0,0.0,438,0,0,Gwodewo,Agbkeko South,Agbkeko State,0.0,1.0,facility_nearby_assessment_gap
W0610,Ngejile,LGA040,24367,4215,Gridded population estimate 2024,0.1256638567679732,0.1256638567679732,0.0301681410842736,3062,3062,735,Gwodewo,Agbkeko South,Agbkeko State,0.2400701511173281,0.0,facility_nearby_mixed_adequacy
W0615,Aderari,LGA040,19719,3028,Projected 2026 from 2006 census,0.1913673329218913,0.1913673329218913,0.0,3774,3774,0,Gwodewo,Agbkeko South,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
